lqUk0B5gSO7xhrB, 0, 0, 0.664500369816, 0, 0, 0.0791231034596, 0, 0.0140518252338, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.083882789584, 0.152150682948, 0
pfNV4m9ZJyKG, 0, 0, 0.183012938076, 0, 0, 0.0333797106406, 0, 0, 0, 0.0118231256556, 0.256215914009, 0, 0.0101928543304, 0, 0.0344597223374, 0, 0, 0.310269772381, 0.144824594218, 0
f2qgfAlnfxiB7qN, 0, 0, 0.272224257783, 0, 0.449288508499, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0111986914404, 0, 0, 0.171078696352, 0.076022394591, 0
jq_clN3FEX, 0, 0, 0.0556137874342, 0, 0, 0, 0, 0.0276736099878, 0, 0, 0, 0.0229759841478, 0, 0, 0.0894803434096, 0, 0.5480537377, 0.124878845649, 0.117941367677, 0
fsW5dXZGGIQEs0, 0, 0, 0, 0.944041047344, 0, 0, 0, 0, 0, 0, 0, 0.0261547069665, 0, 0, 0, 0, 0, 0, 0.0192470986699, 0
cksHQYVrFx, 0.0342613958449, 0.040914697053, 0, 0.0311634815569, 0, 0, 0, 0, 0, 0, 0, 0.443699956906, 0.318983974598, 0, 0.0124475378766, 0, 0, 0.0575333964761, 0.0390175505628, 0
jVHKJGZ, 0, 0, 0, 0.414832754309, 0, 0, 0, 0, 0.198622796055, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.385052265323, 0
7VbnLI9dA, 0.0540440501769, 0.0263872523377, 0.0144190515242, 0.0967707867905, 0, 0, 0, 0, 0, 0, 0.011285662184, 0, 0, 0.541179321518, 0, 0, 0.0540894011658, 0, 0.18575844191, 0
rkaQSdk_xTqaz1, 0.0489320797365, 0, 0.103704963986, 0.420952994356, 0, 0, 0, 0, 0.0853452842, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.336192600287, 0
g4UG1YQEnmo, 0.0207206430847, 0, 0.0368026733658, 0.467816373376, 0, 0, 0.0137385103149, 0, 0.0750497909586, 0, 0, 0.0109462946817, 0.0103437272434, 0, 0, 0, 0, 0, 0.360552604217, 0
xY_hl3ftgFJ6, 0.0454009261105, 0, 0.0141101893048, 0.14384687189, 0, 0, 0, 0, 0.0509544750429, 0, 0, 0.424095469952, 0, 0, 0, 0, 0, 0, 0.307940365119, 0
sq24HfcN3u, 0, 0.012529105877, 0.0804885471198, 0, 0, 0, 0.0313604845323, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.349605207957, 0.509973205997, 0
oWgvq_17Z, 0.0195983402643, 0.0148547711077, 0.121834832935, 0.377641401973, 0, 0.0176111698545, 0, 0, 0.0100076359124, 0, 0, 0, 0, 0, 0, 0, 0, 0.0863829228449, 0.338452691238, 0
uVsKRmP4jDp, 0.0552249545112, 0, 0.0533179004461, 0, 0, 0, 0, 0.107713196226, 0, 0, 0, 0, 0, 0.660141240971, 0, 0, 0.0574488794934, 0.0160572207891, 0.034551186366, 0
dg39qWQ0x8bYHtr, 0, 0, 0, 0.869802575952, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0293252459926, 0, 0, 0, 0, 0.0937054972016, 0
wrCJ0vrCrn5S5C, 0.687934801292, 0.120696746537, 0, 0.0939436623417, 0, 0, 0, 0, 0.010706256086, 0, 0, 0.0615413826706, 0, 0, 0, 0, 0, 0, 0, 0
o96a5AxEzogl8p, 0, 0, 0.404595012978, 0, 0.526735416495, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0248706565852, 0, 0, 0, 0.0372718152563, 0
rJfaWxNGeU, 0.0592424546515, 0, 0.0431324146236, 0.723394849142, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0102456484753, 0, 0, 0, 0, 0.144213118368, 0
p4YAU5efy, 0.8928342661, 0, 0, 0, 0, 0, 0, 0.0116011086883, 0, 0, 0, 0, 0, 0, 0, 0, 0.0690365190962, 0, 0, 0
r6BNc5VJDHLco8D, 0, 0.0107998062854, 0, 0, 0, 0, 0, 0, 0.0130991072041, 0, 0, 0, 0.962828645721, 0, 0, 0, 0, 0, 0, 0
pU4SxhlN6, 0, 0, 0.0516419727968, 0.0478799988425, 0, 0.0244617990174, 0.0211338972534, 0, 0, 0, 0, 0.513617885279, 0.0167809040398, 0, 0, 0, 0.0305589109506, 0.0226554387567, 0.252194168214, 0
