lqUk0B5gSO7xhrB,6.35422866232,4.54656267845,3.46976710042,1.9797162104,1.84631683086,1.36566555804,2.33128225017,1.53630936987,3.64142328319,1.28567825713,6.11581974572,4.79858503643,4.99938595954,5.24473085668,3.07114452728,4.84714936385,3.8620502556,3.24322631591,3.26723270808,5.02488639244,2.44019566707,3.39080548208,6.24181244371,2.91829583405,2.04037339369,3.52114524636,6.92277851235,5.97449226563,6.19863223937,3.92657165118,5.02191012761,3.51602764127,6.90286724044,5.81629940601,4.88172469662,3.69164658716,5.02764751337,4.36917002807,2.53242292647,2.69575838602,3.02403541225,3.88814309936,3.8305355342,2.60310137504,3.69098131795,3.8533605763,2.3095665577,4.05602096806,3.10689059561,3.5035391228,6.55623766232,5.42402278504,4.35032559291,6.09981819925,5.56848384845,4.61133061455,3.73224150722,3.18730218387,3.97732210271,0.910604869607,2.725480557,3.07095585899,1.2677702161,0.0
pfNV4m9ZJyKG,6.11899547497,4.40064323471,3.76644872519,2.12565713651,1.71525589923,1.05298157513,2.19715972342,1.29583638929,2.93228568243,1.32151534624,5.73619419564,4.45479119742,4.06610893984,5.12436048109,1.86019565198,4.6977253149,3.51725330322,3.04135537961,3.0397376864,4.00865418535,2.55034070955,0.0,5.92772838192,1.6644977792,1.0,2.6946781353,6.53677591246,5.95173825393,4.91762125372,2.72321967234,3.29277019394,3.3232314288,6.64112723482,4.87628869264,4.52918256105,2.87891049457,4.1408409189,3.55513145606,3.3164253448,2.55790454195,2.81312879674,4.45302062214,3.20159765557,2.52164063634,2.41308843643,3.97448398179,1.44250809719,3.125,1.75,2.58496250072,5.94324046536,4.3577809393,4.08473736131,5.52333059403,5.677059942,5.38217824719,4.30727776131,3.18927507071,4.33691612463,1.77995000096,1.58496250072,2.41938194565,0.0,0.0
f2qgfAlnfxiB7qN,6.43508081704,4.80345066979,3.97295974499,2.01197152422,2.13272447084,1.46240816394,2.41149174639,1.58363786996,3.66153961815,1.13322812573,6.3732295889,4.89229554191,5.37764236452,5.52638813967,2.71874345407,4.57632948689,3.93076070886,2.93565433444,2.91677556673,5.1264492188,3.40268435492,3.80205796093,6.28466695793,3.93363811621,2.14162423918,3.60997968651,7.62349500856,6.55779386347,6.94640794045,4.52795577811,5.5780185281,4.85042666193,6.92754698588,6.01257442485,4.05298039026,3.89746940364,4.92351440242,4.45223362079,4.95967244813,2.51630211101,2.81073864543,5.7306587492,4.40579623172,3.68383234534,4.58576372537,3.79544054075,1.79676430075,4.49287563637,3.50946393124,4.09618837134,6.91591355088,5.98344674331,4.98998048514,5.82742586022,5.92533996772,5.16087516656,5.82297504506,3.94567683769,4.63206685143,4.77707235805,2.96730743767,3.34514856464,1.22732119396,0.811278124459
jq_clN3FEX,5.93938174499,4.05107397257,3.04687667884,0.697832862535,1.80554646458,0.975789248803,0.918295834054,1.73078788575,3.0811016065,1.18534021033,5.61377802112,4.15608774058,5.06569854816,4.74007782903,2.12298859716,4.48090908146,3.46078945149,2.85101677538,2.94748340297,4.3111242017,2.95139585967,1.91829583405,4.82215440668,1.34109712163,0.650022421648,3.19588097876,5.82044584011,5.34085653249,5.17559031207,3.0,3.53572765949,3.32486295762,5.84436777651,4.78660829931,4.01988071417,3.15154220479,3.54914423377,2.68785857831,3.53624341298,2.80535313944,2.32003849693,4.06715928686,2.77344306862,3.06661521674,2.67887206583,3.29345470514,1.53982015513,2.1133320516,1.75,2.49969814318,6.34111585174,5.11209367458,4.08970934077,5.67946958485,5.31092170343,5.27022757068,3.69235090327,3.00912554695,3.70964893344,2.96595732095,2.41150919842,2.48855486219,1.32160695839,0.0
fsW5dXZGGIQEs0,6.41001365777,4.09678567745,3.29576475466,2.14689268565,1.52634303808,1.7742556693,2.08571010035,1.05641939136,3.67244022762,1.33387640713,6.18164686437,4.94500819262,4.55270244952,5.34558178967,3.44184352832,4.28410672424,3.86023904688,3.39508329107,3.49345875077,4.17954492301,2.23126521999,2.74671565997,5.786296633,3.34734004707,1.92118549659,3.8897828348,5.52568508011,4.22008242214,5.42249262774,3.55992797092,3.799582876,2.94782170221,6.31744690426,4.1318635111,3.62844701327,3.73409687843,4.50236248278,3.2271748895,3.57397948114,2.74046711943,2.69230278234,4.56398785609,3.0571124987,2.82316266401,3.10630294445,5.38939539593,3.64270446274,4.50031102171,2.69774028642,4.17940691693,6.34802600197,4.69393409403,3.8507914239,5.60724118595,3.91387220295,3.69306553786,4.67109587456,3.49632049266,4.5277252966,2.33117392612,1.94598749888,1.47908692656,1.58439364396,0.0
cksHQYVrFx,6.22220714417,4.22548594083,3.2260338351,1.18947277791,1.61038154678,1.38219270316,2.39517342096,1.64286763387,3.68072246591,1.19283115003,5.56862246743,4.25173552333,3.05877207733,4.98631231431,2.36197204039,3.7276155645,3.82159403496,2.89940300324,3.16919220234,4.20908019314,3.25845759237,3.16057960817,5.36998188474,2.62581895999,1.89270631032,3.10603298586,6.58333855544,5.64301919229,6.52846714789,3.48961735139,5.49295040064,4.51602764127,6.38058807705,5.44449124189,4.09614861122,3.73228455178,3.33608237016,4.20079491006,4.20246927492,2.42034373646,2.48482915897,5.44425611766,3.97158736921,3.66606014948,3.62329075758,1.58347733015,0.622083031318,3.16212093715,2.84859688765,3.57323994897,6.03290523404,3.30342812245,4.40502897018,5.05183996043,4.6133384003,4.74113451345,4.48961294516,3.13463592469,4.50809398748,3.9543627849,3.16626334377,2.91856638238,0.468995593589,0.0
jVHKJGZ,6.40199800315,4.2956128333,3.56981019347,2.14705063705,2.21139279177,1.2935878214,2.39271932583,1.49418009412,3.4948689218,1.28696998024,6.60551061833,5.32744177773,5.38472204472,5.69214739066,3.72126860414,4.40466437076,3.8517498202,2.79967097155,3.78666543265,4.17094067487,1.75405398619,3.55778531608,5.27762018613,3.55004633165,2.49974114444,3.16860031913,6.76113209014,5.64801424088,6.02412732761,3.79691147855,4.44221009106,4.17436331601,6.23491137686,4.63571125937,3.69674130935,3.96172009799,4.46695214897,3.62307133056,3.67119692984,2.36060064847,2.71798148267,5.12983281496,3.4608233388,3.18486793502,3.51721319129,4.64496615752,3.134796019,3.00776011296,2.7788451792,3.66668850349,6.47219482607,4.97358492203,4.46005897188,5.31618279855,3.19049037977,4.62583131489,4.3658206387,2.7200539859,3.55895321001,2.8625990784,2.44604689373,2.78927984263,0.591672778582,0.0
7VbnLI9dA,6.46958487539,4.48607727051,3.65972587508,1.97030729428,1.84670978251,2.18068116371,2.36677624666,1.11244984733,3.3236512437,1.14673461785,6.36809901233,4.95002674928,4.90888006658,5.5311345306,3.20408393373,4.69834182654,3.90925218111,3.6318786544,3.6068697714,3.85818757575,2.18145576483,2.77849849799,6.04203919517,4.31536867407,2.12495600328,4.17865757716,7.18927053309,6.24712965118,6.40030884362,3.93344183501,4.83037537727,4.46236315315,6.94944451133,5.57533532702,4.64872991484,3.68009322726,4.7949148981,4.07867201188,4.52301167181,2.86644051011,2.68337963873,5.85495765546,4.24106840737,3.84483309461,4.2259459725,6.20814361737,5.24884743094,4.61158776618,3.00841738679,4.88141294972,6.68436904861,5.96878845089,4.46246233801,5.61946874259,5.5050191049,5.73368852071,5.03857227239,3.83565302284,4.9224407912,3.94731832216,2.77812709638,3.28790457234,1.36786462309,0.53915765602
rkaQSdk_xTqaz1,6.33681725878,4.3004094766,3.48792005935,2.16814625438,1.25677964945,1.15010126418,2.40429622394,1.23266025682,3.64731387972,1.14469710675,6.34648297309,5.12660363125,4.95020761329,5.53846166928,2.94025370002,4.05417075932,3.73335192597,3.03666455806,3.73200377149,3.90316494099,1.51249592885,3.32486295762,5.29375343579,2.34237099318,1.48383170684,3.16595732095,5.82098391693,4.91655107324,5.23833467195,2.40563906223,4.0486881132,2.93120894891,5.94567177235,4.19372825724,3.05037819757,3.52009145123,3.94953219889,3.32735849694,3.28850230577,2.16347895116,2.55090508758,4.91197469021,3.05217969707,3.24863497916,3.50869496956,4.23839982325,3.15383232005,1.9166422781,1.9005019714,2.92192809489,6.10475973112,3.58751689753,4.15154574391,5.33953801976,2.98082593623,3.62093606475,4.61194933408,2.221251836,3.08505510276,2.15563906223,1.91829583405,3.05246499303,1.0,0.0
g4UG1YQEnmo,6.40178105398,4.29450976216,3.49206427521,2.07390521704,1.69951020663,1.36508046831,2.75182843904,1.14588661583,3.55338360815,1.24784202812,6.30503032441,4.88284197268,5.10443037604,5.49411126985,3.52944184331,4.36122097747,3.95877300612,3.24249224486,3.46449803494,4.32107766634,2.63890114056,3.74942886614,5.29449603653,3.33681032692,1.99063987061,3.71816334592,6.72441027832,5.62625617033,5.97103356022,3.45160949706,4.53666782987,3.91351362834,6.10450928985,4.66185773345,3.36586894471,3.56684286577,4.22918491618,3.60087758494,3.61784879075,2.39617843008,2.7148265501,5.36650447597,3.47465945814,3.57344304471,3.66623440576,5.92846031522,5.1527860286,4.20284074309,3.25736651708,4.07271139444,6.72415322587,5.38438393367,4.58217575278,5.59633060375,4.64742463188,4.36223142619,5.40995106302,3.29637700972,4.26554484679,3.32803223063,3.08271203842,2.87982617748,1.3890093752,0.0
